text	public_metrics	created_at	Google_Translation	@	places	village	district	region
"""I urge Somalis worldwide to back President @M_Farmaajo who’s fighting a serious battle for our sovereignty against the imperialist agendas of @US2SOMALIA @UKinSomalia &amp; various other western countries hell-bent on crippling Somalia."" - @HSKhayre #NoMore #BreakTheSilence"	{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}	2022-04-05T13:25:08.000Z		['@M_Farmaajo', '@US2SOMALIA', '@UKinSomalia', '@HSKhayre']	['Somalia']	[]	[]	[]
"Our eyes and attention are often pulled away, but that does NOT mean this crisis no longer exists. 

From the #Sahel to #Somalia, 
Food insecurity is very real. 

People are hungry, 
resources are limited, 
conflict and climate change add to complexity. 

#humanitarian #drought https://t.co/BZ8yeZg7Ok"	{'retweet_count': 3, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}	2022-04-05T13:20:38.000Z		[]	[]	[]	[]	[]
Brothers and sisters we defended #Ethiopia against western conspiracies so much that we forget to defend #somalia against western and NGOs conspiracies this days they mount intense attack against Somalia #NoMore  #HandsOffSomalia	{'retweet_count': 4, 'reply_count': 1, 'like_count': 11, 'quote_count': 0}	2022-04-05T13:01:16.000Z		[]	['Ethiopia', 'Somalia']	[]	[]	[]
On 8 July 2014 (10 Ramadan), AS carried out what could have been the deadliest attack ever. They managed to establish safe houses inside the  Villa Somalia; they were able to bring a truck full of TNT explosives inside the Villa. A lone curious soldier, waiting for iftar foiled.	{'retweet_count': 1, 'reply_count': 1, 'like_count': 10, 'quote_count': 0}	2022-04-05T12:45:16.000Z		[]	['Ramadan']	[]	[]	[]
"In Ukraine 🇺🇦
Afghanistan 🇦🇫
Ethiopia 🇪🇹
Myanmar 🇲🇲
Syria 🇸🇾
Libya 🇱🇾
Somalia 🇸🇴
Mali 🇲🇱
Nigeria 🇳🇬
Iraq 🇮🇶
the Philippines, 🇵🇭
or any other armed conflict 🪖

 #WarHasRules  🏥 https://t.co/77RM6qsp4t"	{'retweet_count': 6, 'reply_count': 0, 'like_count': 15, 'quote_count': 0}	2022-04-05T12:41:14.000Z		[]	['Ukraine', 'Afghanistan', 'Ethiopia', 'Myanmar', 'Syria', 'Libya', 'Somalia', 'Mali', 'Nigeria', 'Iraq', 'Philippines']	[]	[]	[]
@Scaramucci Now tweet about all of the US war criminals to include the US’s current bombing of Somalia.	{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}	2022-04-05T12:35:11.000Z		['@Scaramucci']	['US', 'US', 'Somalia']	[]	[]	[]
@CeRuthee @omar9677 @MaskWeara @ScottYourg @Klitschko Yep. The media fails to mention in the same period where Russia was bombing ukraine,  we were bombing syria, somalia, and financing the genocide in yemen	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T12:15:08.000Z		['@CeRuthee', '@omar9677', '@MaskWeara', '@ScottYourg', '@Klitschko']	[]	[]	[]	[]
"Intelligence warns of a possible Alshabaab terrorist attack on Somalia leadership 

#africa | #UzalendoNews 

https://t.co/zOOSOGKTZn"	{'retweet_count': 2, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}	2022-04-05T12:09:41.000Z		[]	['Alshabaab', 'Somalia']	[]	[]	[]
"#BREAKING :Somalia’s spy agency, The National Intelligence and Security Agency (Nisa) has warned about an alleged plot by al-Qaeda-allied al-Shabab militants to attack President Mohamed Farmajo and the prime minister, Hussein Roble.   

Via @BBCAfrica

#MediaScapeNews https://t.co/tgknstxe9O"	{'retweet_count': 3, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}	2022-04-05T11:31:00.000Z		['@BBCAfrica\n\n#MediaScapeNews']	['Somalia']	[]	[]	[]
"""I urge Somalis worldwide to back President @M_Farmaajo
 who’s fighting a serious battle for our sovereignty against the imperialist agendas of @US2SOMALIA @UKinSomalia &amp; various other western countries hell-bent on crippling Somalia."" - @HSKhayre #nomore #BreakTheSilence"	{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T10:53:21.000Z		['@M_Farmaajo\n', '@US2SOMALIA', '@UKinSomalia', '@HSKhayre']	['Somalia']	[]	[]	[]
@FahimaAli49 Somalia was fighting external enemies for 30 years to prevent a second genocide of not only Isaaq people but every clan in Somalia. Muslim people in Somalia defended their fellow Somalis in SL as they took bullets on their backs from 32 U.N countries, yahuud, Ethiopia...etc.	{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}	2022-04-05T10:23:29.000Z		['@FahimaAli49']	['Somalia', 'Isaaq', 'Somalia']	[]	[]	[]
"""I urge Somalis worldwide to back President @M_Farmaajo
 who’s fighting a serious battle for our sovereignty against the imperialist agendas of @US2SOMALIA @UKinSomalia &amp; various other western countries hell-bent on crippling Somalia."" - @HSKhayre #nomore #BreakTheSilence"	{'retweet_count': 13, 'reply_count': 0, 'like_count': 10, 'quote_count': 1}	2022-04-05T10:18:55.000Z		['@M_Farmaajo\n', '@US2SOMALIA', '@UKinSomalia', '@HSKhayre']	['Somalia']	[]	[]	[]
"""I urge Somalis worldwide to back President @M_Farmaajo
 who’s fighting a serious battle for our sovereignty against the imperialist agendas of @US2SOMALIA @UKinSomalia &amp; various other western countries hell-bent on crippling Somalia."" - @HSKhayre #nomore #BreakTheSilence"	{'retweet_count': 6, 'reply_count': 0, 'like_count': 12, 'quote_count': 1}	2022-04-05T09:57:07.000Z		['@M_Farmaajo\n', '@US2SOMALIA', '@UKinSomalia', '@HSKhayre']	['Somalia']	[]	[]	[]
Confrontation is brewing in #Mogadishu. World is watching #Somalia unravel (again): 'worst #drought in 40 yrs', #extremism, clan hostilities, refugees. Renewed conflict reverses statebuilding &amp; security gains, 15+ yrs of @_AfricanUnion mission &amp; sets back #elections. https://t.co/QcQdsXtLQw	{'retweet_count': 1, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}	2022-04-05T09:55:42.000Z		['@_AfricanUnion']	['Mogadishu']	['Mogadishu']	['Banadir']	['Banadir']
"""I urge Somalis worldwide to back President @M_Farmaajo
 who’s fighting a serious battle for our sovereignty against the imperialist agendas of @US2SOMALIA @UKinSomalia &amp; various other western countries hell-bent on crippling Somalia."" - @HSKhayre #nomore #BreakTheSilence"	{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}	2022-04-05T09:53:55.000Z		['@M_Farmaajo\n', '@US2SOMALIA', '@UKinSomalia', '@HSKhayre']	['Somalia']	[]	[]	[]
@benbrownuk @DanWilsss @KingzCeejay @Cathartic_Haiku @cliffyburrows @IAPonomarenko It is when you’re not simultaneously criticizing what the west is doing to other countries,the US is currently bombing Somalia and Yemen,where’s the outrage on Palestine too when they need it? Double standards and hypocrisy!	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}	2022-04-05T09:45:44.000Z		['@benbrownuk', '@DanWilsss', '@KingzCeejay', '@Cathartic_Haiku', '@cliffyburrows', '@IAPonomarenko']	['US', 'Somalia', 'Yemen', 'Palestine']	[]	[]	[]
Farmajo is fighting the biggest battle against the munafiqins .if he wins somalia will prevail and if he loses we will be destroyed so bad .the next government is very important it will finish what farmajo started or it will destroy🇸🇴and we will come back to -0 i hope he win this https://t.co/2C35IpYC9V	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T09:37:02.000Z		[]	['Farmajo']	[]	[]	[]
"In Somalia, 5.6 million people are currently food insecure. 2.8 million people cannot meet their daily food requirements due to the compounding impacts of extended drought, flooding,conflict.

Jion Our Webinar of ZOOM meeting to discuss "" #Climate Change Crisis and Food Security"" https://t.co/65UpJdpbWn"	{'retweet_count': 8, 'reply_count': 0, 'like_count': 19, 'quote_count': 0}	2022-04-05T09:30:51.000Z		[]	['Somalia']	[]	[]	[]
Al-Shabaab militant group says it has killed 5 #Ethiopian soldiers and wounded 7 others in a mortar attack on a base in the town of Bardale, south #Somalia. No comment from #Ethiopia’s military. https://t.co/qDhRiAavob	{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}	2022-04-05T09:16:57.000Z		[]	['Bardale', 'Somalia']	['Berdale']	['Baydhaba']	['Bay']
Somalia’s spy agency has warned about an alleged plot by al-Qaeda-allied al-Shabab militants to attack the president and the prime minister. https://t.co/9JLJwxym8v	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T09:05:49.000Z		[]	['Somalia']	[]	[]	[]
"""I urge Somalis worldwide to back President @M_Farmaajo
 who’s fighting a serious battle for our sovereignty against the imperialist agendas of @US2SOMALIA @UKinSomalia &amp; various other western countries hell-bent on crippling Somalia."" - @HSKhayre #nomore #BreakTheSilence"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T08:39:27.000Z		['@M_Farmaajo\n', '@US2SOMALIA', '@UKinSomalia', '@HSKhayre']	['Somalia']	[]	[]	[]
"I urge Somalis worldwide to back H.E President @M_Farmaajo who’s #fighting a serious battle for our #sovereignty against the imperialist agendas of @US2SOMALIA, @UKinSomalia &amp; various other #western countries who are hell-bent on crippling #Somalia.

#NoMore #HandsOffSomalia https://t.co/YBds9FuOaI"	{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}	2022-04-05T08:35:07.000Z		['@M_Farmaajo', '@US2SOMALIA,', '@UKinSomalia']	['Somalia']	[]	[]	[]
"""I urge Somalis worldwide to back President @M_Farmaajo
 who’s fighting a serious battle for our sovereignty against the imperialist agendas of @US2SOMALIA @UKinSomalia &amp; various other western countries hell-bent on crippling Somalia."" - @HSKhayre #nomore #BreakTheSilence"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	2022-04-05T08:33:12.000Z		['@M_Farmaajo\n', '@US2SOMALIA', '@UKinSomalia', '@HSKhayre']	['Somalia']	[]	[]	[]
Interesting, #Somalia spy agency @HSNQ_NISA says al-Shabaab is 'plotting' an attack on President Farmaajo and his PM Hussein Roble, two men who haven't been agreeing on issues lately.	{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}	2022-04-05T08:18:30.000Z		['@HSNQ_NISA']	['Somalia']	[]	[]	[]
"@Frankie42091702 @Reuters 7 countries the USA is currently bombing in the world

Afghanistan
Pakistan
Yemen
Iraq
Syria
Libya
Somalia

These massacres are war crimes"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}	2022-04-05T08:07:35.000Z		['@Frankie42091702', '@Reuters']	['USA', 'Afghanistan', 'Pakistan', 'Yemen', 'Iraq', 'Syria', 'Libya', 'Somalia']	[]	[]	[]
@H_Mareykan @xiin_faniin @Gobannimo Look at you talking crap now. Why didn't you fight the faqash when he was bombing your area of Somalia. Still crying and crying. Said Bare should return to teach people like a lesson. 🤮🤢🤔🤨#SomaliLanders #WithAFaceOnlyAMotherCanLove #TalkingCrapNow #CouldntFightAgainstSaidBare	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}	2022-04-05T07:46:44.000Z		['@H_Mareykan', '@xiin_faniin', '@Gobannimo']	[]	[]	[]	[]
@Deeqa_lulu @TheVillaSomalia Totally agree, in the most democratic country of the world, you simply canNOT disrespect the Men &amp; Women in Uniform or Intel, That is is simply fall from grace and possibly straight to Jail in some cases! In Somalia you attack Security apparatus, roll call from News crews Stardom	{'retweet_count': 1, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}	2022-04-05T07:43:15.000Z		['@Deeqa_lulu', '@TheVillaSomalia']	[]	[]	[]	[]
"""I urge Somalis worldwide to back President @M_Farmaajo
 who’s fighting a serious battle for our sovereignty against the imperialist agendas of @US2SOMALIA @UKinSomalia &amp; various other western countries hell-bent on crippling Somalia."" - @HSKhayre #nomore #BreakTheSilence"	{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	2022-04-05T07:32:52.000Z		['@M_Farmaajo\n', '@US2SOMALIA', '@UKinSomalia', '@HSKhayre']	['Somalia']	[]	[]	[]
@NotYouTypeGirl @Abdiraxman65 I am from the North, what is wrong with you? I am fighting something that is against my religion and culture if you are okay with that don't come to Somalia. Stay with your BLM boys or girls...	{'retweet_count': 0, 'reply_count': 2, 'like_count': 5, 'quote_count': 0}	2022-04-05T07:19:11.000Z		['@NotYouTypeGirl', '@Abdiraxman65']	[]	[]	[]	[]
"""I urge Somalis worldwide to back President @M_Farmaajo
 who’s fighting a serious battle for our sovereignty against the imperialist agendas of @US2SOMALIA @UKinSomalia &amp; various other western countries hell-bent on crippling Somalia."" - @HSKhayre #nomore #BreakTheSilence"	{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	2022-04-05T07:18:26.000Z		['@M_Farmaajo\n', '@US2SOMALIA', '@UKinSomalia', '@HSKhayre']	['Somalia']	[]	[]	[]
Not only people in Somalia suffer from drought, floodings, conflict, COVID-19 and on top of that the impact of the war in Ukraine. Humanitarian organisations in West Africa now are concerned about what is the worst food crisis in 15 years. https://t.co/gOQlU8hJ5E	{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}	2022-04-05T07:01:08.000Z		[]	['Somalia', 'Ukraine']	[]	[]	[]
"Did you know that only 40% of women living in fragile and conflict-affected countries have paid work, compared with 70% of men?
What needs to be done to accelerate equality? The case of Somalia: https://t.co/xBhnpb9XRU"	{'retweet_count': 2, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}	2022-04-05T07:00:37.000Z		[]	[]	[]	[]	[]
"""I urge Somalis worldwide to back President @M_Farmaajo
 who’s fighting a serious battle for our sovereignty against the imperialist agendas of @US2SOMALIA @UKinSomalia &amp; various other western countries hell-bent on crippling Somalia."" - @HSKhayre #nomore #BreakTheSilence"	{'retweet_count': 23, 'reply_count': 2, 'like_count': 55, 'quote_count': 0}	2022-04-05T06:42:47.000Z		['@M_Farmaajo\n', '@US2SOMALIA', '@UKinSomalia', '@HSKhayre']	['Somalia']	[]	[]	[]
"@MsKibirleey @SomaliPM @AbdullahiMNOR @Amohamednur @US2SOMALIA @UKinSomalia @EU_in_Somalia #Somalia’s Intelligence Agencies Warn Of and Alshabab Threat.
In their Twitter handle the spy agency warned of an immediate attack against the president and the prime minister by an Alshabab operative named Mohamed Mahir, a nephew of the security minister @AbdullahiMNOR Aka 30/30 https://t.co/nIPVtWqYKL"	{'retweet_count': 2, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}	2022-04-05T06:22:36.000Z		['@MsKibirleey', '@SomaliPM', '@AbdullahiMNOR', '@Amohamednur', '@US2SOMALIA', '@UKinSomalia', '@EU_in_Somalia', '@AbdullahiMNOR']	['Somalia']	[]	[]	[]
"@KamalGutale @HSNQ_NISA @amisomsomalia @SomaliPM @MohamedHRoble #Somalia’s Intelligence Agencies Warn Of and Alshabab Threat.
In their Twitter handle the spy agency warned of an immediate attack against the president and the prime minister by an Alshabab operative named Mohamed Mahir, a nephew of the security minister @AbdullahiMNOR Aka 30/30 https://t.co/TRFoPJOxwW"	{'retweet_count': 0, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}	2022-04-05T06:21:50.000Z		['@KamalGutale', '@HSNQ_NISA', '@amisomsomalia', '@SomaliPM', '@MohamedHRoble', '@AbdullahiMNOR']	['Somalia']	[]	[]	[]
"@Aidrus9919 @SomaliPM @MohamedHRoble #Somalia’s Intelligence Agencies Warn Of and Alshabab Threat.
In their Twitter handle the spy agency warned of an immediate attack against the president and the prime minister by an Alshabab operative named Mohamed Mahir, a nephew of the security minister @AbdullahiMNOR Aka 30/30 https://t.co/2Wm8GS0h8j"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	2022-04-05T06:21:00.000Z		['@Aidrus9919', '@SomaliPM', '@MohamedHRoble', '@AbdullahiMNOR']	['Somalia']	[]	[]	[]
#NISA agency warns the country's top leadership, saying #AlShabaab is planning to attack #Somalia's president @M_Farmaajo  and PM @MohamedHRoble, adding that they are now to pursue an identified man for being behind this plot of assassination. https://t.co/omuziwwvv3	{'retweet_count': 5, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}	2022-04-05T06:19:45.000Z		['@M_Farmaajo', '@MohamedHRoble,']	['Somalia']	[]	[]	[]
"@HShPrez2Ware @HSNQ_NISA @SomaliPM #Somalia’s Intelligence Agencies Warn Of and Alshabab Threat.
In their Twitter handle the spy agency warned of an immediate attack against the president and the prime minister by an Alshabab operative named Mohamed Mahir, a nephew of the security minister @AbdullahiMNOR Aka 30/30 https://t.co/HNCpqdnZze"	{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}	2022-04-05T06:18:41.000Z		['@HShPrez2Ware', '@HSNQ_NISA', '@SomaliPM', '@AbdullahiMNOR']	['Somalia']	[]	[]	[]
"@JosieCrilley @EclecticRadical It's not just Iraq Afghanistan Libya Syria Palestine Yemen you are an Empire. You are stealing Syrian oil breaking international law you are bombing Somalia breaking international law. This is Joe Biden Afghanistan. Why did you vote for Biden
https://t.co/3R5Fbitr5c https://t.co/EocAp1xCXR"	{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}	2022-04-05T06:07:16.000Z		['@JosieCrilley', '@EclecticRadical']	['Iraq', 'Afghanistan', 'Libya', 'Syria', 'Palestine', 'Yemen']	[]	[]	[]
If @HarunMaruf and @Dibjir are openly advocating for war in Somalia what does that tell you? One is Canadian and the other one is Oromo. They both work for @US2SOMALIA @EU_in_Somalia and @UKinSomalia the #West is fighting Somalia's sovereignty and territorial integrity. #Somalia https://t.co/64dW6rLJPv	{'retweet_count': 42, 'reply_count': 8, 'like_count': 98, 'quote_count': 3}	2022-04-05T06:05:45.000Z		['@HarunMaruf', '@Dibjir', '@US2SOMALIA', '@EU_in_Somalia', '@UKinSomalia']	['Somalia']	['Oroma']	['Hargeysa']	['Woqooyi Galbeed']
"@HSNQ_NISA #Somalia’s Intelligence Agencies Warn Of and Alshabab Threat.
In their Twitter handle the spy agency warned of an immediate attack against the president and the prime minister by an Alshabab operative named Mohamed Mahir, a nephew of the security minister @AbdullahiMNOR Aka 30/30 https://t.co/8M6U2Mi1FY"	{'retweet_count': 8, 'reply_count': 2, 'like_count': 13, 'quote_count': 0}	2022-04-05T06:05:16.000Z		['@HSNQ_NISA', '@AbdullahiMNOR']	['Somalia']	[]	[]	[]
"#Somalia’s Intelligence Agencies Warn Of and Alshabab Threat.
In their Twitter handle the spy agency warned of an immediate attack against the president and the prime minister by an Alshabab operative named Mohamed Mahir, a nephew of the security minister @AbdullahiMNOR Aka 30/30 https://t.co/twGEdeMh0v"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T06:04:41.000Z		['@AbdullahiMNOR']	['Somalia']	[]	[]	[]
"@mahadsalad #Somalia’s Intelligence Agencies Warn Of and Alshabab Threat.
In their Twitter handle the spy agency warned of an immediate attack against the president and the prime minister by an Alshabab operative named Mohamed Mahir, a nephew of the security minister @AbdullahiMNOR Aka 30/30 https://t.co/vbMZ38dfPm"	{'retweet_count': 2, 'reply_count': 1, 'like_count': 15, 'quote_count': 0}	2022-04-05T06:03:43.000Z		['@mahadsalad', '@AbdullahiMNOR']	['Somalia']	[]	[]	[]
"""I urge Somalis worldwide to back President @M_Farmaajo
 who’s fighting a serious battle for our sovereignty against the imperialist agendas of @US2SOMALIA @UKinSomalia &amp; various other western countries hell-bent on crippling Somalia."" - @HSKhayre #nomore #BreakTheSilence"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T06:03:00.000Z		['@M_Farmaajo\n', '@US2SOMALIA', '@UKinSomalia', '@HSKhayre']	['Somalia']	[]	[]	[]
"#Somalia’s Intelligence Agencies Warn Of and Alshabab Threat.
In their Twitter handle the spy agency warned of an immediate attack against the president and the prime minister by an Alshabab operative named Mohamed Mahir, a nephew of the security minister @AbdullahiMNOR Aka 30/30 https://t.co/wW9NtqyShP"	{'retweet_count': 2, 'reply_count': 0, 'like_count': 5, 'quote_count': 1}	2022-04-05T06:00:31.000Z		['@AbdullahiMNOR']	['Somalia']	[]	[]	[]
#NISA warned President @M_Farmaajo &amp;  caretaker PM @MohamedHRoble  impending attack. According to @HSNQ_NISA Mohamed Mahir, an #Alshabaab Terrorist handler,is planning assassination. #Alshabaab has recently stepped up its attacks taking advantage of their power struggle. #Somalia https://t.co/dcCPpfgHjE	{'retweet_count': 1, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}	2022-04-05T05:56:18.000Z		['@M_Farmaajo', '@MohamedHRoble', '@HSNQ_NISA']	[]	[]	[]	[]
#NISA warned President Farmajo &amp; PM Roble of an impending attack. According to the Security Agency, Mohamed Mahir, an AS handler, is carrying out the assassination plan. The violent group has recently stepped up its attacks taking advantage of their power struggle. #Somalia https://t.co/uxdbAFDNgW	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	2022-04-05T05:45:39.000Z		[]	[]	[]	[]	[]
Weekly #Alshabaab Map &amp; Tracker: #Ramadan ushers in new series of propaganda &amp; attack claims across #somalia: https://t.co/ik1IHUlEu2 @ShababWatch @RAbdiAnalyst @amisomsomalia @BashiirMaxmud @MOISOMALIA @ModFederal @Magdashi3 @HassanIstiila @pride_somalia @IGADSomalia @RadioSna	{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	2022-04-05T05:45:00.000Z		['@ShababWatch', '@RAbdiAnalyst', '@amisomsomalia', '@BashiirMaxmud', '@MOISOMALIA', '@ModFederal', '@Magdashi3', '@HassanIstiila', '@pride_somalia', '@IGADSomalia', '@RadioSna']	[]	[]	[]	[]
"""I urge Somalis worldwide to back President @M_Farmaajo
 who’s fighting a serious battle for our sovereignty against the imperialist agendas of @US2SOMALIA @UKinSomalia &amp; various other western countries hell-bent on crippling Somalia."" - @HSKhayre #nomore #BreakTheSilence"	{'retweet_count': 3, 'reply_count': 0, 'like_count': 19, 'quote_count': 0}	2022-04-05T05:21:31.000Z		['@M_Farmaajo\n', '@US2SOMALIA', '@UKinSomalia', '@HSKhayre']	['Somalia']	[]	[]	[]
@FahimaAli49 No, Somalia has been fighting the existence of #Somaliland people from 1960 till now. Learn about #Somaliland's ancient history &amp; #Somalia's Italian colonial past &amp; also the ten stages of genocide and what led up to the horrific #IsaaqGenocide this will help you understand.	{'retweet_count': 1, 'reply_count': 1, 'like_count': 8, 'quote_count': 0}	2022-04-05T04:59:08.000Z		['@FahimaAli49']	['Somalia', 'Somaliland']	[]	[]	[]
There are literally White people outright telling us MUST ignore Yemeni, Somalia, etc because it takes away from Ukrainians. WTAF? They are literally bombing at least 3 Black countries right now, but, we are flooded with Ukraine news...aka American/European propaganda.	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T04:51:42.000Z		[]	['Yemeni', 'Somalia']	[]	[]	[]
"""I urge Somalis worldwide to back President @M_Farmaajo
 who’s fighting a serious battle for our sovereignty against the imperialist agendas of @US2SOMALIA @UKinSomalia &amp; various other western countries hell-bent on crippling Somalia."" - @HSKhayre #nomore #BreakTheSilence"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T04:38:47.000Z		['@M_Farmaajo\n', '@US2SOMALIA', '@UKinSomalia', '@HSKhayre']	['Somalia']	[]	[]	[]
"""I urge Somalis worldwide to back President @M_Farmaajo
 who’s fighting a serious battle for our sovereignty against the imperialist agendas of @US2SOMALIA @UKinSomalia &amp; various other western countries hell-bent on crippling Somalia."" - @HSKhayre #nomore #BreakTheSilence"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T04:23:23.000Z		['@M_Farmaajo\n', '@US2SOMALIA', '@UKinSomalia', '@HSKhayre']	['Somalia']	[]	[]	[]
"""I urge Somalis worldwide to back President @M_Farmaajo
 who’s fighting a serious battle for our sovereignty against the imperialist agendas of @US2SOMALIA @UKinSomalia &amp; various other western countries hell-bent on crippling Somalia."" - @HSKhayre #nomore #BreakTheSilence"	{'retweet_count': 6, 'reply_count': 0, 'like_count': 11, 'quote_count': 0}	2022-04-05T04:05:05.000Z		['@M_Farmaajo\n', '@US2SOMALIA', '@UKinSomalia', '@HSKhayre']	['Somalia']	[]	[]	[]
Somalis twitter users whereever they are,  whatever education background they have,they have one thing in common fighting fighting fighting someone. Read carefully you will rarely find moderate thinking.They are Extremely against some one or some thing mostly clan driven #Somalia	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T04:03:34.000Z		[]	[]	[]	[]	[]
"""I urge Somalis worldwide to back President @M_Farmaajo
 who’s fighting a serious battle for our sovereignty against the imperialist agendas of @US2SOMALIA @UKinSomalia &amp; various other western countries hell-bent on crippling Somalia."" - @HSKhayre #nomore #BreakTheSilence"	{'retweet_count': 8, 'reply_count': 0, 'like_count': 19, 'quote_count': 1}	2022-04-05T03:49:23.000Z		['@M_Farmaajo\n', '@US2SOMALIA', '@UKinSomalia', '@HSKhayre']	['Somalia']	[]	[]	[]
"""I urge Somalis worldwide to back President @M_Farmaajo
 who’s fighting a serious battle for our sovereignty against the imperialist agendas of @US2SOMALIA @UKinSomalia &amp; various other western countries hell-bent on crippling Somalia."" - @HSKhayre #nomore #BreakTheSilence 
 Ì"	{'retweet_count': 20, 'reply_count': 1, 'like_count': 51, 'quote_count': 0}	2022-04-05T03:47:01.000Z		['@M_Farmaajo\n', '@US2SOMALIA', '@UKinSomalia', '@HSKhayre']	['Somalia']	[]	[]	[]
"""I urge Somalis worldwide to back President @M_Farmaajo
 who’s fighting a serious battle for our sovereignty against the imperialist agendas of @US2SOMALIA @UKinSomalia &amp; various other western countries hell-bent on crippling Somalia."" - @HSKhayre #nomore #BreakTheSilence"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T03:41:13.000Z		['@M_Farmaajo\n', '@US2SOMALIA', '@UKinSomalia', '@HSKhayre']	['Somalia']	[]	[]	[]
@HSNQ_NISA NISA, AS and Qatari terrorist are united terrorist organization who want to start a new civil conflict in Somalia. Let the dictator and his minority militia rethink the outcome because it won’t be different from last april 2021 ore the the 90s with the removal of his uncle	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	2022-04-05T03:33:32.000Z		['@HSNQ_NISA']	['Somalia']	[]	[]	[]
"""I urge Somalis worldwide to back President @M_Farmaajo
 who’s fighting a serious battle for our sovereignty against the imperialist agendas of @US2SOMALIA @UKinSomalia &amp; various other western countries hell-bent on crippling Somalia."" - @HSKhayre #nomore #BreakTheSilence"	{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	2022-04-05T03:11:33.000Z		['@M_Farmaajo\n', '@US2SOMALIA', '@UKinSomalia', '@HSKhayre']	['Somalia']	[]	[]	[]
"""I urge Somalis worldwide to back President @M_Farmaajo
 who’s fighting a serious battle for our sovereignty against the imperialist agendas of @US2SOMALIA @UKinSomalia &amp; various other Western countries hell-bent on crippling Somalia."" - @HSKhayre #nomore #BreakTheSilence"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T03:10:17.000Z		['@M_Farmaajo\n', '@US2SOMALIA', '@UKinSomalia', '@HSKhayre']	['Somalia']	[]	[]	[]
