text	public_metrics	created_at	Google_Translation	@	names	places	village	region	district
The only way forward for Somalia is Rooble conclude his job (election) as soon as possible. @Gobanimodoon @MohamedHRoble @UKinSomalia @US2SOMALIA @UNSomalia @TheVillaSomalia @HodoMure @MsKibirleey @HSKhayre @ACeyrow @ShAbdiHersy @MsGaraad https://t.co/lu3FzwKMvG	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T14:53:22.000Z		['@Gobanimodoon', '@MohamedHRoble', '@UKinSomalia', '@US2SOMALIA', '@UNSomalia', '@TheVillaSomalia', '@HodoMure', '@MsKibirleey', '@HSKhayre', '@ACeyrow', '@ShAbdiHersy', '@MsGaraad']	[]	['Somalia']	['Rooble']	['Bay']	['Buur Hakaba']
UPDATE: Federal Indirect Election Team (FIET) announced the dismissal of their chairman Muse Gelle due to incompetence. Gelle was also accused of having close relations with Somali PM. This comes as Somalia is preparing to hold presidential elections. https://t.co/LapnOIR0s0	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	2022-04-01T14:51:32.000Z		[]	['Muse Gelle']	[]	[]	[]	[]
@AbdirashidHa @JustAwHirsi @MohamedHCirro @MohamedHRoble The people of Somalia stand with the pm Hon Rooble n his team who r entrusted with the powers to hold the election in front of the parliament.....	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T14:38:09.000Z		['@AbdirashidHa', '@JustAwHirsi', '@MohamedHCirro', '@MohamedHRoble']	['Hon Rooble']	['Somalia']	['Rooble']	['Bay']	['Buur Hakaba']
RT @GaroweOnline: BREAKING: The Chairman of #Somalia electoral body #FEIT Muse Gelle has fired Abdirahim Abdiaziz, a close ally of former #…	{'retweet_count': 9, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T14:34:50.000Z		['@GaroweOnline:']	['Muse Gelle', 'Abdirahim Abdiaziz']	['Somalia']	[]	[]	[]
RT @ArlaadiMnetwork: #Somalia: Muse Gelle, the federal electoral body commissioner fired Abdirahim Adam, the commission's secretary who had…	{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T14:34:47.000Z		['@ArlaadiMnetwork:']	['Muse Gelle', 'Abdirahim Adam']	['Somalia']	[]	[]	[]
The federal Election implementation team (feit) suspended t muse Gelle the commission chairman after he eliminated some newly elected parliament members from the list submitted by state election implementation teams from hirshabelle state &amp; southwest state of Somalia!@UN https://t.co/R8RfTacLaQ	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	2022-04-01T14:30:03.000Z		['@UN']	[]	['Somalia']	[]	[]	[]
@vickyford @OAbraar @_AfricanUnion Place travel ban &amp; freeze their assets spoilers of the election starting with Farmaajo &amp; his crones. They are threat to the hard earned fragile stability &amp; modest democracy that Somalia current have. @US2SOMALIA , @UNSomalia, @UKinSomalia, @Somalia	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T14:26:00.000Z		['@vickyford', '@OAbraar', '@_AfricanUnion', '@US2SOMALIA', '@UNSomalia,', '@UKinSomalia,', '@Somalia']	[]	[]	[]	[]	[]
WHY ARE YOU HELPING “@MohamedHRoble “THE HUNGRY IN HIS EFFORT NOT TO HOLD THE GARBAHAREY SELCTION @US2SOMALIA SAID THE PRESIDENTIAL ELECTION CAN BE HELD WITHOUT THOSE 16 SEATS YOU ARE AN ENEMY OF SOMALIA AND THE SOMALI PEOPLE I PRAY YOUR EVIL COMES BACK TO YOU https://t.co/3ZSKlcjyhh	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	2022-04-01T14:16:27.000Z		['@MohamedHRoble', '@US2SOMALIA']	[]	['SOMALIA']	[]	['Gedo']	['Garbahaarey']
RT @horufadhi_media: BREAKING: Hirshabelle &amp; Jubaland States of Somalia have again failed to complete the election of the Lower House withi…	{'retweet_count': 10, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T14:13:59.000Z		['@horufadhi_media:']	[]	['Jubaland', 'States', 'Somalia']	[]	['Jubbaland']	[]
RT @farhanjimale: In an interview with @TheAfricaReport, Somalia Finance Minister @DrBeileh is quoted as saying Somalia's progress is jeopa…	{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T14:11:28.000Z		['@farhanjimale:', '@TheAfricaReport,', '@DrBeileh']	[]	['Somalia', 'Somalia']	[]	[]	[]
"RT @DhoocilK: Thread : The things Biden's administration is doing in Somalia;
1. Appointed a Neocolonialist Ambassador to Somalia who is di…"	{'retweet_count': 12, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T13:58:32.000Z		['@DhoocilK:']	[]	['Somalia']	[]	[]	[]
RT @Gahnug18Mohamed: If the 16 seats in Garbaharey do not comply with the September 17 agreement, the country is in danger of falling into…	{'retweet_count': 8, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T13:55:04.000Z		['@Gahnug18Mohamed:']	[]	['Garbaharey']	[]	['Gedo']	['Garbahaarey']
RT @GaroweOnline: BREAKING: The Chairman of #Somalia electoral body #FEIT Muse Gelle has fired Abdirahim Abdiaziz, a close ally of former #…	{'retweet_count': 9, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T13:47:30.000Z		['@GaroweOnline:']	['Muse Gelle', 'Abdirahim Abdiaziz']	['Somalia']	[]	[]	[]
RT @HonOsoble: I wholeheartedly support the PMs decision to hold the swearing-in of the bicameral parliament on 14 April. Whether or not th…	{'retweet_count': 25, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T13:44:57.000Z		['@HonOsoble:']	[]	[]	[]	[]	[]
@JustAwHirsi @MohamedHCirro Mr Gelle is nothing  but a puppet and all election shenanigans like him and @MohamedHRoble must apologise to the people of Somalia. For wasting our time and resources with illegal elections and nepotism.	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}	2022-04-01T13:28:16.000Z		['@JustAwHirsi', '@MohamedHCirro', '@MohamedHRoble']	[]	['Somalia']	[]	[]	[]
RT @AbuBakrJubbaawi: The biggest external destabilizing force in #Somalia today is Amb. Larry Andre. He is empowering Madoobe to delay elec…	{'retweet_count': 15, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T13:28:14.000Z		['@AbuBakrJubbaawi:']	['Larry Andre']	['Somalia']	[]	[]	[]
RT @Tuuryare_Africa: UPDATE: Members of Federal Indirect Election Team (FIET) sacked their chairman Muse Gelle, hours after Gelle fired Abd…	{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T13:21:32.000Z		['@Tuuryare_Africa:']	['Muse Gelle']	[]	[]	[]	[]
"Thread : The things Biden's administration is doing in Somalia;
1. Appointed a Neocolonialist Ambassador to Somalia who is directly involved in Somali Politics 👉🏿 colluding with the Prime Minister office and Election.
2.Invited indirectly a Secessionist/Warlord to US senate 1/2 https://t.co/luTlSqbxkG"	{'retweet_count': 12, 'reply_count': 1, 'like_count': 27, 'quote_count': 0}	2022-04-01T13:18:56.000Z		[]	[]	['Somalia']	[]	[]	[]
RT @Tuuryare_Africa: UPDATE: Members of Federal Indirect Election Team (FIET) sacked their chairman Muse Gelle, hours after Gelle fired Abd…	{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T13:18:12.000Z		['@Tuuryare_Africa:']	['Muse Gelle']	[]	[]	[]	[]
Chairman of #Somalia Federal Election Commission ( FIET ) ousted by the members for his failure/ineffectiveness as well as the unprocedural List he had issued last night.. https://t.co/FoUfN9XPe2	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	2022-04-01T13:15:18.000Z		[]	[]	[]	[]	[]	[]
UPDATE: Members of Federal Indirect Election Team (FIET) sacked their chairman Muse Gelle, hours after Gelle fired Abdirahman Abdiaziz, the Secretary of FEIT for opposing the list of newly elected lawmakers for both houses of incoming Federal Parliament of Somalia. https://t.co/BjgKnhBp0p	{'retweet_count': 2, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}	2022-04-01T13:14:56.000Z		[]	['Muse Gelle', 'Abdirahman Abdiaziz']	['Somalia']	[]	[]	[]
RT @GaroweOnline: BREAKING: The Chairman of #Somalia electoral body #FEIT Muse Gelle has fired Abdirahim Abdiaziz, a close ally of former #…	{'retweet_count': 9, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T13:14:39.000Z		['@GaroweOnline:']	['Muse Gelle', 'Abdirahim Abdiaziz']	['Somalia']	[]	[]	[]
RT @GaroweOnline: BREAKING: The Chairman of #Somalia electoral body #FEIT Muse Gelle has fired Abdirahim Abdiaziz, a close ally of former #…	{'retweet_count': 9, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T13:12:40.000Z		['@GaroweOnline:']	['Muse Gelle', 'Abdirahim Abdiaziz']	['Somalia']	[]	[]	[]
RT @GaroweOnline: #Somalia's electoral body FEIT announced the list of the MPs of both houses of the new parliament ahead of the planned sw…	{'retweet_count': 7, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T13:03:36.000Z		['@GaroweOnline:']	[]	['Somalia']	[]	[]	[]
RT @GaroweOnline: BREAKING: The Chairman of #Somalia electoral body #FEIT Muse Gelle has fired Abdirahim Abdiaziz, a close ally of former #…	{'retweet_count': 9, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T13:03:20.000Z		['@GaroweOnline:']	['Muse Gelle', 'Abdirahim Abdiaziz']	['Somalia']	[]	[]	[]
RT @Gahnug18Mohamed: If the 16 seats in Garbaharey do not comply with the September 17 agreement, the country is in danger of falling into…	{'retweet_count': 8, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T13:00:06.000Z		['@Gahnug18Mohamed:']	[]	['Garbaharey']	[]	['Gedo']	['Garbahaarey']
RT @GaroweOnline: BREAKING: The Chairman of #Somalia electoral body #FEIT Muse Gelle has fired Abdirahim Abdiaziz, a close ally of former #…	{'retweet_count': 9, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:49:51.000Z		['@GaroweOnline:']	['Muse Gelle', 'Abdirahim Abdiaziz']	['Somalia']	[]	[]	[]
@MohamedHRoble must pay every unconstitutional thing he has done after the election. He should be the first to be arrested after the conclusion of elections. #Somalia should stand up for its government.	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:47:19.000Z		['@MohamedHRoble']	[]	[]	[]	[]	[]
#Somalia’s election board chief Muse Gelle sacks his secretary, hours after he opposed removal of ex-spy boss Fahad Yasin from list of MPs published by FEIT last night. https://t.co/WNQW1dOoiz	{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 1}	2022-04-01T12:34:21.000Z		[]	['Muse Gelle', 'Fahad Yasin']	['Somalia']	[]	[]	[]
RT @kingofSomaliaa: This caught my attention and ears, so it appears that the man tasked with steering the country into an election wanted…	{'retweet_count': 22, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:31:45.000Z		['@kingofSomaliaa:']	[]	[]	[]	[]	[]
RT @Gahnug18Mohamed: If the 16 seats in Garbaharey do not comply with the September 17 agreement, the country is in danger of falling into…	{'retweet_count': 8, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:31:43.000Z		['@Gahnug18Mohamed:']	[]	['Garbaharey']	[]	['Gedo']	['Garbahaarey']
RT @leilasiyad: At this rate, I will not be surprised if  @MohamedHRoble refuses to step down after the election. @MohamedHRoble will destr…	{'retweet_count': 23, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:31:25.000Z		['@leilasiyad:', '@MohamedHRoble', '@MohamedHRoble']	[]	[]	[]	[]	[]
RT @AbuBakrJubbaawi: The biggest external destabilizing force in #Somalia today is Amb. Larry Andre. He is empowering Madoobe to delay elec…	{'retweet_count': 15, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:24:37.000Z		['@AbuBakrJubbaawi:']	['Larry Andre']	['Somalia']	[]	[]	[]
RT @HarunMaruf: Somalia federal election committee has published the list of 245 Lower House MPs and 54 Upper House Senators. The results o…	{'retweet_count': 29, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T12:17:47.000Z		['@HarunMaruf:']	[]	['Somalia']	[]	[]	[]
RT @Gahnug18Mohamed: If the 16 seats in Garbaharey do not comply with the September 17 agreement, the country is in danger of falling into…	{'retweet_count': 8, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T11:43:01.000Z		['@Gahnug18Mohamed:']	[]	['Garbaharey']	[]	['Gedo']	['Garbahaarey']
#Somalia: Muse Gelle, the federal electoral body commissioner fired Abdirahim Adam, the commission's secretary who had received three strikes warning him not to hinder the election process. Adam has a close tie with @TheVillaSomalia and its de facto leader, Fahad Yasin. https://t.co/2GrKALC7zr	{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	2022-04-01T11:35:36.000Z		['@TheVillaSomalia']	['Muse Gelle', 'Abdirahim Adam', 'Fahad Yasin']	['Somalia']	[]	[]	[]
RT @MohamedHCirro: Political crisis when elections are 90% completed only serves to create crisis and serve the purpose of lengthenin the c…	{'retweet_count': 14, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T11:32:01.000Z		['@MohamedHCirro:']	[]	[]	[]	[]	[]
RT @Puntlandmirror: #Somalia's FEIT Chairman Muse Geele Farole sacks FEIT secretary Abdirahman Abdiaziz Adam, accusing him of taking decisi…	{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T11:29:57.000Z		['@Puntlandmirror:']	['Abdirahman Abdiaziz']	['Somalia']	[]	[]	[]
"Somalia's federal election committee chairman suspended his secretary-general over his objection to Fahad being removed from the final list of the elected MPs.
#Somalia https://t.co/07upQ1dYGh"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T11:27:50.000Z		[]	[]	['Somalia']	[]	[]	[]
RT @MohamedHCirro: Political crisis when elections are 90% completed only serves to create crisis and serve the purpose of lengthenin the c…	{'retweet_count': 14, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T11:27:20.000Z		['@MohamedHCirro:']	[]	[]	[]	[]	[]
"#UPDATE: State media is now reporting the chairman of Somalia's Federal Elections Committee (FEIT), Muse Gelle Yusuf, has fired the secretary-general of the commission for allegedly ""disrupting the election process"".  #Somalia https://t.co/L0BUO1rrCY"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}	2022-04-01T11:26:34.000Z		[]	['Muse Gelle']	['Somalia']	[]	[]	[]
RT @HarunMaruf: Somalia federal election committee has published the list of 245 Lower House MPs and 54 Upper House Senators. The results o…	{'retweet_count': 29, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T11:14:15.000Z		['@HarunMaruf:']	[]	['Somalia']	[]	[]	[]
RT @GaroweOnline: BREAKING: The Chairman of #Somalia electoral body #FEIT Muse Gelle has fired Abdirahim Abdiaziz, a close ally of former #…	{'retweet_count': 9, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T11:13:10.000Z		['@GaroweOnline:']	['Muse Gelle', 'Abdirahim Abdiaziz']	['Somalia']	[]	[]	[]
#Somalia's FEIT Chairman Muse Geele Farole sacks FEIT secretary Abdirahman Abdiaziz Adam, accusing him of taking decisions to disrupt the election process.⤵. https://t.co/TkKB60ZcXo	{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}	2022-04-01T11:12:20.000Z		[]	['Abdirahman Abdiaziz']	['Somalia']	[]	[]	[]
RT @Gahnug18Mohamed: If the 16 seats in Garbaharey do not comply with the September 17 agreement, the country is in danger of falling into…	{'retweet_count': 8, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T11:05:56.000Z		['@Gahnug18Mohamed:']	[]	['Garbaharey']	[]	['Gedo']	['Garbahaarey']
RT @Gahnug18Mohamed: If the 16 seats in Garbaharey do not comply with the September 17 agreement, the country is in danger of falling into…	{'retweet_count': 8, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T11:01:25.000Z		['@Gahnug18Mohamed:']	[]	['Garbaharey']	[]	['Gedo']	['Garbahaarey']
If the 16 seats in Garbaharey do not comply with the September 17 agreement, the country is in danger of falling into political crisis. Please do not engage in chaos and political corruption in the election of a prime minister. @UN @US2SOMALIA @EU_in_Somalia @UKinSomalia #Somalia https://t.co/DAEDFHaZ2p	{'retweet_count': 8, 'reply_count': 0, 'like_count': 28, 'quote_count': 2}	2022-04-01T11:01:16.000Z		['@UN', '@US2SOMALIA', '@EU_in_Somalia', '@UKinSomalia']	[]	['Garbaharey']	[]	['Gedo']	['Garbahaarey']
BREAKING: The Chairman of #Somalia electoral body #FEIT Muse Gelle has fired Abdirahim Abdiaziz, a close ally of former #NISA director Fahad Yasiin and secretary to FEIT. Abdirahim was opposed to the electoral agency’s rejection of the sham election of Fahad. https://t.co/IDGENugd18	{'retweet_count': 9, 'reply_count': 4, 'like_count': 18, 'quote_count': 0}	2022-04-01T11:00:09.000Z		[]	['Muse Gelle', 'Abdirahim Abdiaziz', 'Fahad Yasiin']	['Somalia']	[]	[]	[]
RT @AbuBakrJubbaawi: The biggest external destabilizing force in #Somalia today is Amb. Larry Andre. He is empowering Madoobe to delay elec…	{'retweet_count': 15, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T10:29:50.000Z		['@AbuBakrJubbaawi:']	['Larry Andre']	['Somalia']	[]	[]	[]
RT @HarunMaruf: Somalia federal election committee has published the list of 245 Lower House MPs and 54 Upper House Senators. The results o…	{'retweet_count': 29, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T09:59:14.000Z		['@HarunMaruf:']	[]	['Somalia']	[]	[]	[]
RT @GaroweOnline: BREAKING: #Jubaland state is expected to make a final decision on the election of the 16 seats in Garbaharey, Gedo region…	{'retweet_count': 8, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T09:56:42.000Z		['@GaroweOnline:']	[]	['Garbaharey', 'Gedo']	[]	['Gedo', 'Jubbaland']	['Garbahaarey']
RT @HarunMaruf: Somalia federal election committee has published the list of 245 Lower House MPs and 54 Upper House Senators. The results o…	{'retweet_count': 29, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T09:54:53.000Z		['@HarunMaruf:']	[]	['Somalia']	[]	[]	[]
RT @HarunMaruf: Somalia federal election committee has published the list of 245 Lower House MPs and 54 Upper House Senators. The results o…	{'retweet_count': 29, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T09:48:12.000Z		['@HarunMaruf:']	[]	['Somalia']	[]	[]	[]
RT @HarunMaruf: Somalia federal election committee has published the list of 245 Lower House MPs and 54 Upper House Senators. The results o…	{'retweet_count': 29, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T09:47:52.000Z		['@HarunMaruf:']	[]	['Somalia']	[]	[]	[]
RT @HarunMaruf: Somalia federal election committee has published the list of 245 Lower House MPs and 54 Upper House Senators. The results o…	{'retweet_count': 29, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T09:42:59.000Z		['@HarunMaruf:']	[]	['Somalia']	[]	[]	[]
RT @siciid_shukri: Sadly, #Somalia is cursed with megalomaniac and hypocrite leaders who always prioritises resources over humanity. Now,th…	{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T09:38:52.000Z		['@siciid_shukri:']	[]	['Somalia']	[]	[]	[]
"RT @HussienM12: President Farmaajo is the longest serving president in Somalia since the collapse of Siad Barre's government in 1991. 

He…"	{'retweet_count': 16, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T09:36:52.000Z		['@HussienM12:']	['Siad Barre']	['Somalia']	[]	[]	[]
RT @HarunMaruf: Somalia federal election committee has published the list of 245 Lower House MPs and 54 Upper House Senators. The results o…	{'retweet_count': 29, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T09:29:21.000Z		['@HarunMaruf:']	[]	['Somalia']	[]	[]	[]
RT @HonOsoble: I wholeheartedly support the PMs decision to hold the swearing-in of the bicameral parliament on 14 April. Whether or not th…	{'retweet_count': 25, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T09:21:01.000Z		['@HonOsoble:']	[]	[]	[]	[]	[]
"#Somalia has yet again failed to complete Lower House elections.
The country missed another crucial election deadline on Thursday.
 26 MPs from #Hirshabelle and #Jubbaland are yet to be filled. The swearing in ceremony of the elected Lawmakers is set to take place on 14th April. https://t.co/3DXCUWNwGj"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}	2022-04-01T09:11:31.000Z		[]	[]	['Somalia']	[]	['Jubbaland']	[]
RT @AbuBakrJubbaawi: The biggest external destabilizing force in #Somalia today is Amb. Larry Andre. He is empowering Madoobe to delay elec…	{'retweet_count': 15, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T09:06:35.000Z		['@AbuBakrJubbaawi:']	['Larry Andre']	['Somalia']	[]	[]	[]
RT @kingofSomaliaa: This caught my attention and ears, so it appears that the man tasked with steering the country into an election wanted…	{'retweet_count': 22, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T09:05:02.000Z		['@kingofSomaliaa:']	[]	[]	[]	[]	[]
"#Somalia #federal #election committee has published the list of 245 Lower House MPs and 54 Upper House Senators ahead of the planned swearing-in on April 14.

The results of 4 seats have been suspended with 26 more seats remaining to be filled. Fahad Yasi…https://t.co/iv9OK99ngH"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T09:00:17.000Z		[]	[]	['Somalia']	[]	[]	[]
RT @kingofSomaliaa: This caught my attention and ears, so it appears that the man tasked with steering the country into an election wanted…	{'retweet_count': 22, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T08:56:20.000Z		['@kingofSomaliaa:']	[]	[]	[]	[]	[]
RT @HarunMaruf: Somalia federal election committee has published the list of 245 Lower House MPs and 54 Upper House Senators. The results o…	{'retweet_count': 29, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T08:55:22.000Z		['@HarunMaruf:']	[]	['Somalia']	[]	[]	[]
RT @HarunMaruf: Somalia federal election committee has published the list of 245 Lower House MPs and 54 Upper House Senators. The results o…	{'retweet_count': 29, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T08:48:27.000Z		['@HarunMaruf:']	[]	['Somalia']	[]	[]	[]
RT @HhassanHaji: The @SomaliPM’s eulogy speech on late Hon.Amina Mohamed indicates the PM is not in control &amp; will not be able to guarantee…	{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T08:47:00.000Z		['@HhassanHaji:', '@SomaliPM’s']	[]	[]	[]	[]	[]
RT @SuleimanHashi: Somalia is in a situation of the state within a state! This madness must end, and the only way is through election! All…	{'retweet_count': 27, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T08:40:21.000Z		['@SuleimanHashi:']	[]	['Somalia']	[]	[]	[]
RT @leilasiyad: At this rate, I will not be surprised if  @MohamedHRoble refuses to step down after the election. @MohamedHRoble will destr…	{'retweet_count': 23, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T08:02:05.000Z		['@leilasiyad:', '@MohamedHRoble', '@MohamedHRoble']	[]	[]	[]	[]	[]
@HussienM12 @leilasiyad I plan to run for an elective office in Jubaland Somalia in the forthcoming election. Harnessing the immense gains made by H.E Sheikh Madobe will be my major goal.	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T08:01:09.000Z		['@HussienM12', '@leilasiyad']	['Sheikh Madobe']	['Jubaland', 'Somalia']	['Sheikh']	['Jubbaland', 'Togdheer']	['Sheikh']
"RT @HussienM12: President Farmaajo is the longest serving president in Somalia since the collapse of Siad Barre's government in 1991. 

He…"	{'retweet_count': 16, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T07:53:28.000Z		['@HussienM12:']	['Siad Barre']	['Somalia']	[]	[]	[]
SOMALIA SELECTION/ELECTION https://t.co/nkiTuj1Hsz	{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}	2022-04-01T07:44:44.000Z		[]	[]	['SOMALIA']	[]	[]	[]
RT @kingofSomaliaa: This caught my attention and ears, so it appears that the man tasked with steering the country into an election wanted…	{'retweet_count': 22, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T07:44:37.000Z		['@kingofSomaliaa:']	[]	[]	[]	[]	[]
"@sntvnews1 You mean @MohamedHRoble welcomes this resolution. 

We have an enemy agent in our midst folks. Well done Somalia for yet another setback. 

Thank you @M_Farmaajo for nominating this agent of foreign governments as our PM. I truly hope you loose this election. You have failed us."	{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}	2022-04-01T07:37:14.000Z		['@sntvnews1', '@MohamedHRoble', '@M_Farmaajo']	[]	[]	[]	[]	[]
RT @HarunMaruf: Somalia federal election committee has published the list of 245 Lower House MPs and 54 Upper House Senators. The results o…	{'retweet_count': 29, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T07:30:23.000Z		['@HarunMaruf:']	[]	['Somalia']	[]	[]	[]
RT @AbuBakrJubbaawi: The biggest external destabilizing force in #Somalia today is Amb. Larry Andre. He is empowering Madoobe to delay elec…	{'retweet_count': 15, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T07:27:32.000Z		['@AbuBakrJubbaawi:']	['Larry Andre']	['Somalia']	[]	[]	[]
RT @HarunMaruf: Somalia federal election committee has published the list of 245 Lower House MPs and 54 Upper House Senators. The results o…	{'retweet_count': 29, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T07:24:18.000Z		['@HarunMaruf:']	[]	['Somalia']	[]	[]	[]
RT @DrAhmedAliYusuf: I am very much concerned for the Prime Minister of Somalia of his Mental health. It’s probably the best he takes time…	{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T07:18:47.000Z		['@DrAhmedAliYusuf:']	[]	['Somalia']	[]	[]	[]
RT @horufadhi_media: BREAKING: Hirshabelle &amp; Jubaland States of Somalia have again failed to complete the election of the Lower House withi…	{'retweet_count': 10, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T07:13:14.000Z		['@horufadhi_media:']	[]	['Jubaland', 'States', 'Somalia']	[]	['Jubbaland']	[]
RT @leilasiyad: At this rate, I will not be surprised if  @MohamedHRoble refuses to step down after the election. @MohamedHRoble will destr…	{'retweet_count': 23, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T07:10:20.000Z		['@leilasiyad:', '@MohamedHRoble', '@MohamedHRoble']	[]	[]	[]	[]	[]
RT @kingofSomaliaa: This caught my attention and ears, so it appears that the man tasked with steering the country into an election wanted…	{'retweet_count': 22, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-01T07:03:45.000Z		['@kingofSomaliaa:']	[]	[]	[]	[]	[]
