text	created_at	public_metrics	Google_Translation	village	region	district
@Ilhan No one should be a puppet of wealthiest country and attack Somalia, Ethiopia ,Eritrea &amp; associated with a con artist the so called part time WHO director @DrTedros which’s a member of barbaric terrorist TPLF. #BreakTheSilence https://t.co/vRNwTfA3mM	2022-04-08T21:41:08.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}		[]	[]	[]
"""Earlier this week, the World Food Programme said the effect of blocked exports would hit several countries in east Africa, including Kenya, Ethiopia, Somalia and South Sudan – countries already experiencing severe drought and conflict.""

https://t.co/d4GKsuAcUS"	2022-04-08T21:01:20.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"@Bayou3000 @syd_in_2011 @georgegalloway No"" not a civil war it's the US &amp; Saudi Arabia trying to take out another country that will not Bend to our will &amp; give their resources while we destroy their country, like we did in Iraq, Libya, now US &amp; Israel attack Syria, Iran &amp; Lebanon, u.s. bombing Somalia, list goes on..."	2022-04-08T20:27:49.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
Mortar attack on military base in Mudug Somalia https://t.co/Q6fOa27kc3	2022-04-08T20:23:20.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	['Mudug']	[]
Mortar attack on military base in Bahdo Somalia https://t.co/Q6fOa27kc3	2022-04-08T20:23:13.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
i know DAMN WELL that the 4chan kid next to me in class didn't just ask me for sources when i talked about the us overthrowing Allende and bombing Somalia.	2022-04-08T20:07:44.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
@alihwarsame @MOFASomalia You really do not know how Uhuru Kenyatta thinks! This man has created a weapons manufacturing in Kenya. When he was asked why now, he responded with we are fighting with terrorism in Somalia while at the same time he was bothering Farmajo to take the Maritime Case out of court!	2022-04-08T20:06:57.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"@GuledWiliq @M_Farmaajo @US2SOMALIA @EU_in_Somalia Fighting Farmaajo is a legitimate Jihad, because he is in cahoots with the terrorist Al Shabaab. 

Hawiye is the only clan in #Somalia that fought &amp; defeated a superpower USA, 50k strong Ethiopian troops, warlords, Siyad Barre tyranny, and Shabaab terrorism. 

God bless Hawiye!"	2022-04-08T19:22:45.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
@VP NO RACISM:  WHY SEND $1 BILLION DOLLARS TO EU COUNTRIES TO HELP UKRAINIANS?  USA DID NOT GIVE $1 BILLION DOLLARS TO SURROUNDING COUNTRIES AFTER BOMBING THE HELL OUT OF LIBYA, IRAQ, SOMALIA, AFGHANISTAN AND SYRIA. THIS IS RACISM.  USA JUST WANT WHITE PEOPLE REFUGES!	2022-04-08T18:38:20.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"""I urge Somalis worldwide to back President @M_Farmaajo
 who’s fighting a serious battle for our sovereignty against the imperialist agendas of @US2SOMALIA @UKinSomalia &amp; various other western countries hell-bent on crippling Somalia."" - @HSKhayre #nomore #BreakTheSilence"	2022-04-08T18:11:19.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"""I urge Somalis worldwide to back President @M_Farmaajo
 who’s fighting a serious battle for our sovereignty against the imperialist agendas of @US2SOMALIA @UKinSomalia &amp; various other western countries hell-bent on crippling Somalia."" - @HSKhayre

#nomore
#BreakTheSilence"	2022-04-08T18:11:16.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}		[]	[]	[]
@AxisBiographic1 @vonderleyen @JosepBorrellF USA bombed Somalia 3 weeks ago. Any sanctions on USA, and Biden??? Nope?? And Israel is bombing Gaza everyday killing Palestinians civilians. Any protest??	2022-04-08T17:13:06.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@ProGeek @tribelaw We armed trained the Afgjani, spent 20 years. They didn't fight they gave up 2 the few. Somalia is heartbreaking, famine from droughts, horrid fighting, which I hear is that they have reached a deal. The border is/has always been an issue but a wall that falls down in mild winds	2022-04-08T17:03:59.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"""I urge Somalis worldwide to back President @M_Farmaajo
 who’s fighting a serious battle for our sovereignty against the imperialist agendas of @US2SOMALIA @UKinSomalia &amp; various other western countries hell-bent on crippling Somalia."" - @HSKhayre #nomore #BreakTheSilence https://t.co/FzquyAjg7v"	2022-04-08T16:31:58.000Z	{'retweet_count': 7, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}		[]	[]	[]
@Asmali77 Number 5. It's an attack to Somalia community 🤣🤣🤣	2022-04-08T16:31:37.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}		[]	[]	[]
"""I urge Somalis worldwide to back President @M_Farmaajo
 who’s fighting a serious battle for our sovereignty against the imperialist agendas of @US2SOMALIA @UKinSomalia &amp; various other western countries hell-bent on crippling Somalia."" - @HSKhayre #nomore #BreakTheSilence"	2022-04-08T16:14:17.000Z	{'retweet_count': 4, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}		[]	[]	[]
"@ntvkenya @Safaricom_Care you insist on physical re_registration of lines which is okay but have you reconsidered the men in uniform fighting in Somalia,Boni forest and other hostile areas?They have no access to safaricom shops..ama hao mtawaeka under *collateral damage?*

Let it be online"	2022-04-08T16:07:05.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"@citizentvkenya @MKapombe @Safaricom  You insist on physical re_registration of lines which is okay but have you reconsidered the men in uniform fighting in Somalia,Boni forest and other hostile areas?They have no access to safaricom shops...ama hao mtawaeka under *collateral damage?*

Let it be online"	2022-04-08T16:04:02.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
The truth is, UN’s hidden name is United States, in other words UN means US, they never oppose when US destroyed Libya Iraq Yemen Syria Afghanistan Somalia &amp; so many countries on sanctions. The true worldwide terrorist is US who’s using terrorists to attack ppl #BreakTheSilence https://t.co/3ihg69vlpc	2022-04-08T15:53:48.000Z	{'retweet_count': 3, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}		[]	[]	[]
"@DrSuneelDhand It is not a swamp...It is as complex as stage 4 metastasis (complexity is in laws, conflict of interests, networks etc.)
Corporates control the entire whole world including 3rd &amp; 4th world economies (Aphghanistan, Yemen , Somalia etc.)
Irreversible unfortunately"	2022-04-08T15:23:03.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
Somalia's al Shabaab militants claim to have killed two Ethiopian soldiers after a mortar attack at an Ethiopian military base in Burhakaba district of the Bay region https://t.co/lalmbBvttd	2022-04-08T15:17:32.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	['Bay']	[]
"@SlavaUkraina77 @BiaDupin @skateparken @DefenceU @ArmedForcesUkr @oleksiireznikov Cities are getting demolished and civilians are running for their lives. A country is defined by its people, not their army. So Ukraine is losing everything…

The Russians are not different from western wars, here is a footage of a recent American bombing in Somalia. War crime? https://t.co/kEOgmd63oj"	2022-04-08T14:44:47.000Z	{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
“Earlier this week, the World Food Programme said the effect of blocked exports would hit several countries in east Africa, including Kenya, Ethiopia, Somalia and South Sudan – countries already experiencing severe drought and conflict.” https://t.co/fBH3HRjXHK	2022-04-08T14:21:59.000Z	{'retweet_count': 15, 'reply_count': 1, 'like_count': 24, 'quote_count': 0}		[]	[]	[]
"@GlblCtzn Why not have a citizen from Somalia or Yemen? Ya know, one of those countries where the US was bombing civilian populations?

Oh, yeah, we’re not supposed to care about dead Yemeni’s, only dead Ukrainians…

Criminals."	2022-04-08T13:55:26.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}		[]	[]	[]
"""I urge Somalis worldwide to back President @M_Farmaajo
 who’s fighting a serious battle for our sovereignty against the imperialist agendas of @US2SOMALIA @UKinSomalia &amp; various other western countries hell-bent on crippling Somalia."" - @HSKhayre #nomore #BreakTheSilence"	2022-04-08T13:55:03.000Z	{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}		[]	[]	[]
Entrepreneurship and the innovation ecosystem policy: A case study in post-conflict Somalia https://t.co/7szbv2yHe6	2022-04-08T13:52:46.000Z	{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}		[]	[]	[]
"Spoilers are precluding democratic progress that has been going on for almost two decades. Post-conflict state-building journey will continue regardless of Spoilers &amp;stooges. The only path forward is for credible elections. 
#Somalia."	2022-04-08T12:57:11.000Z	{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"How is #drought putting #Somalia at Risk of #Famine?
 
🔘Livestock deaths
🔘Crop failure
🔘High food prices
🔘Water and milk scarcity
🔘Conflict and displacement
 
Read more➡️
https://t.co/eacUVL9Zas https://t.co/jK3FjbHv6x"	2022-04-08T12:51:02.000Z	{'retweet_count': 3, 'reply_count': 0, 'like_count': 9, 'quote_count': 1}		[]	[]	[]
"As it stands now, the first three conditions are likely to be met. 

The only real unknowns are whether conflict flares and how much assistance gets to those who need it most, where they are. 

Time is very much against us. 

#Somalia #Famine"	2022-04-08T11:58:47.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
"""I urge Somalis worldwide to back President @M_Farmaajo
 who’s fighting a serious battle for our sovereignty against the imperialist agendas of @US2SOMALIA @UKinSomalia &amp; various other western countries hell-bent on crippling Somalia."" - @HSKhayre #nomore #BreakTheSilence"	2022-04-08T11:56:09.000Z	{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@Alsalixi @Qarrandoon @UKinSomalia @musebiihi You're childish talking about a tiny insignificant village thats split between two countries. Buuhoodle is very unimportant they can leave and it would not make a difference. No one is fighting for Buuhoodle. You can't join Somalia though, it'd have to be Ethiopia.	2022-04-08T11:50:45.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}		['Buuhoodle']	['Togdheer']	['Buuhoodle']
"'Persistent insecurity, conflict and unresolved political tensions – particularly in central and southern Somalia – as well as global supply and price shocks are further exacerbating the food security situation.'

This includes Ukraine. 

#Somalia #Ukraine"	2022-04-08T11:50:16.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
"This is how it works. First @Dibjir guides them on mode of attack,

Second they pick it up one by one like the cows he expects them to be. #Handsofsomalia 

But somalia will prevail. @ShAbdiHersy https://t.co/UMGTzaIXlG https://t.co/v01lFQKVM2"	2022-04-08T11:30:07.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}		[]	[]	[]
"@Independent CHAOS 
CREATED BY USA AND ITS ALLIES
JUST LIKE COVID 19

RUSSIA USA AND ISRAEL PLAYING TOGETHER IN THIS CHAOS 
AND ALL OF THEM AROUND THE WORLD
LIKE SEPTEMBER 11 ATTACK LIKE IRAQ SYRIA LIBYA AFGANİSTAN SOMALIA ALL OF THEM 
NOW UKRANIA https://t.co/UPT9itYDaN"	2022-04-08T11:09:14.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"@Safaricom_Care 
 You insist on physical re_registration of Sim card which is okay but have you reconsidered the men in uniform fighting in Somalia,Boni forest and other hostile areas?...ama hao mtawaeka under *collateral damage?*

Let it be online

#SHINCITY Person of Interest"	2022-04-08T10:35:42.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"African Union envoy Francisco Madeira had launched a blistering attack on #Somalia’s Prime Minister, two former presidents and some of the regional leaders against Farmajo before Roble ordered his expulsion from the country on Wednesday night.
https://t.co/1Jp9wMphSa"	2022-04-08T10:28:11.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
A UN task force reported a suicide attack possibly from Somalia.	2022-04-08T10:15:14.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@mhirmoge @amisomsomalia @AmbFMadeira This recording is indeed the worst to come out of AU in somalia because it could lead to civil war and the deaths of thousands. He is actually actively involved in making sure the competing sides go into open conflict. So much for peacekeeping. https://t.co/nVyLDNtrEi	2022-04-08T10:12:53.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
"❗️#Somalia 🇸🇴 Alert
 
Severe #drought, ongoing conflict and high food prices drive 6 million people into high acute #foodinsecurity in Somalia with parts of the country at Risk of #Famine. 
 
Read more➡️ https://t.co/ruLM6O4u7F https://t.co/1fo8JWNKIW"	2022-04-08T10:10:10.000Z	{'retweet_count': 10, 'reply_count': 0, 'like_count': 12, 'quote_count': 2}		[]	[]	[]
@_Koi_No_Yokan_B @jmiklovas Let me list all the countries that were bombed under that flag, and at the moment they are bombing under the NATO flag: Syria, Libya, Iraq, Iran, Yemen, Somalia, Afghanistan ... but you have been deceived by SNN, BBC, SKAY ... propaganda. .	2022-04-10T09:48:04.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@Mohamed24805939 They will start armed conflict with the Villa Somalia Mafia. If ATMIS supports the Mafia, they are also to be regarded as enemy.	2022-04-10T09:33:23.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"@Nixton307 @lapatina_ You're nazi, west! We now see how the EU and NATO countries are doing to the Russian people everything that the Nazis did to the Jews in WW2, you only need the concentration camps.
And at the moment, the West is taking part in the bombing of Somalia, Yemen, Palestine and Syria 🤮"	2022-04-10T09:27:22.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@kaleygh78 @Gavrilo75656131 @boki966 @ivanastradner US committing genocide in Yemen. US committed genocide in Iraq. They bombing Somalia. You as member of NATO finance them. So please stop with this pathetic crap. And where is sanction for US?	2022-04-10T08:19:36.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"⚡️ ""Somalia batalion"" captured NATO grenade launchers in Mariupol ⚡️

Neo-Nazis from Azov and the Right Sector, hiding behind the civilian population, are fighting in Mariupol with weapons supplied from NATO countries. https://t.co/HQTc4TRx6i"	2022-04-10T08:14:50.000Z	{'retweet_count': 27, 'reply_count': 0, 'like_count': 71, 'quote_count': 0}		[]	[]	[]
"@Ziqat2 Was not on the list, and who made that happen? Baqdadi. Why didn't that happen in Somalia or Mali or in areas where AQ had in Syria?

This could have been avoided by not declaring war on everyone at once through messages, beheading etc

Fighting those who could have helped.

Etc"	2022-04-10T07:44:51.000Z	{'retweet_count': 0, 'reply_count': 7, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@jfoster2019 @BenGoldsmith @ImranKhanPTI Why would he vote? This is not our war. Why didn't you sanction Israel, UK  NATO &amp;India for killing Muslims in Afghanistan, libya,Yemen ,Syria Iraq, Somalia. U can't do nothing because u r fighting against Putin and Ziricon missile will take ten minutes to reach UK	2022-04-10T07:32:14.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@StevePogson1 @zenbarn21 The utter lies &amp; distortion of facts by the BBC, media &amp; press over this horrible war in Ukraine, compare it to how they treated the USA &amp; Nato wars, how they are silent on Saudi Arabia killing of 400,000 Yemeni, USA bombing Somalia now,&amp; on Apartheid Israel.	2022-04-10T07:02:08.000Z	{'retweet_count': 1, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}		[]	[]	[]
@KrishnaKalagara what national security interests were served in bombing Serbia, or fighting in Somalia, or overthrowing Qaddafi, or arming and aiding Syrian rebels? None. The result in every case was simply increased destruction and immiseration.	2022-04-10T06:44:16.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@ShaltuC Day before this OLA have attacked around Somalia region in Ethiopia and have taken cars around the area! WBO have claimed it and was proud until Somalia law enforcement comes for peace integrity! #OLA is the cause Somalia is under attack from expansionist #oromo	2022-04-10T05:40:12.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['Oroma']	['Woqooyi Galbeed']	['Hargeysa']
@KittyAfrican No apparently they’re only neutral when Somalia, Yemen, Palestine, Kashmir &amp; Syria are under attack. They’re allowed to try and shame certain countries for not coming to the rescue of white nazi nations though …	2022-04-10T05:32:13.000Z	{'retweet_count': 2, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}		[]	[]	[]
@Kabaddi_guy @jfoster2019 @BenGoldsmith @ImranKhanPTI yeah this is wat we were demanding from western to stop killings of poor people's of Afghanistan iraq syria libya somalia and stop drones in Pakistan but who listen? it was happening from 20 years. yeah we condemned Russia attack but Russia point is also valid don't do alignment	2022-04-10T05:25:42.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
There is a war in Ukraine. A WAR. In case the people who live in the US forget when you bomb people they die. War is horrific and Russia needs to stop but the hypocrisy is too much. Ask why the US bombed Somalia, same thing, unless you think bombing helps.	2022-04-10T05:15:35.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
@92huskies @realDailyWire Yep.  As a vt of Operation Desert Storm and Restore Hope, Somalia, I can respect that.  But do you understand what you were fighting for?  Do you understand the Constitution?  Do you understand the Age of Reason?  Or, are you a frustrated fool fighting because its easiest?	2022-04-10T05:12:27.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
The AU Commission Chairperson is now part of the conflict in Somalia, shocking! He has been ill-advised and his actions put the AU Mission in an awkward position. https://t.co/kisb7bm67K	2022-04-10T04:39:49.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}		[]	[]	[]
Ethiopia region #somalia is under attack from expansionist #OLA and it’s supporters!	2022-04-10T04:35:28.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
"Somalia's Federal Government is rife with factionalism &amp; foreign influence aggravates the matter.
It's also evident that both FGS &amp; #AlShabaab have been fighting @amisomsomalia &amp; now @ATMIS_Somalia.
Likewise, ATMIS is not really impressed with Roble &amp; can influence elections https://t.co/s4Wj5ZayZO https://t.co/tCPqOCPlrM"	2022-04-10T04:14:38.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"https://t.co/ykxyfUKxRL
In the above mentioned link you get article about Higher education Institutions ( Universities) of Somalia in post conflict, written by Dr Abdiksni Dalan.
It's very fruitful article about tertiary education.
@ABardaan @SomaliEnvironm5 @A_Waberi @awkombee"	2022-04-10T03:22:44.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@AnalystSomalia @ATMIS_Somalia @SomaliPM These conditions are called bipolar disorder. How do you feel when your self-esteem is in conflict? And who chabter sevel is on his way now!? https://t.co/pSKAPj5uvb	2022-04-10T03:13:26.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
My BIG question is why do the opposition individuals always use these words, conflict,violence,problem and war.These guys shud learn how to engage their target audience and understand threatening the otherside is NO longer the option in Somalia. https://t.co/41wrvT6h27	2022-04-10T03:10:04.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"Military history of Pakistan
1967 Israeli-Arab war 1973 Jordan-Palestine Liberation Organization conflict Dhofar Rebellion (Omani Civil War) First Gulf War Yemeni crisis Bosnian War  Grand Mosque in Saudi Arabia seizure Piracy off the coast of Somalia Venezuela"	2022-04-10T03:04:15.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"@Matt48971949 @Sapien_thinker @popomosarwane @submarine1211 @RT_com Gotcha. So it's ok that Russia is bombing and destroying Ukraine right now because US is bombing Somalia. 
No worries, at least we know where you stand."	2022-04-10T02:54:02.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@El_Was_Taken @Sapien_thinker @popomosarwane @submarine1211 @RT_com The US are literally occupying 1/3rd of Syria, they are bombing Somalia, Bolivia has only recently had elections after a US backed military coup toppled their chosen sovereign government. They could begin to clean up their own backyard before preaching to others	2022-04-10T02:49:10.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"@cornpopsmoke @Kaspsol @pawelwargan lmao. 0 relevance.
“britain is only invading somalia because of a power struggle between it and france”
like yeah geopolitics involves conflict. doesn’t justify invading small nations who can’t defend themselves"	2022-04-10T02:14:45.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
Dear tribal supporters of @MohamedHRoble and fake nationalists supporting @M_Farmaajo this country belongs to all of us, escalating and fueling hate and conflict will not help, ultimately no one wins, people in this country are  already struggling. Please stop ✋️ #Somalia	2022-04-10T01:40:38.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}		[]	[]	[]
@sacadvip7 Secessionists, when you threaten Somali people. Attack Somali city. Attack somali citizens in Somalia. You better be ready for the consequences. We do not and will never accept strangers attack our people. Our somali people secessionists. https://t.co/PvxI7qKrYC	2022-04-10T01:23:47.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}		[]	[]	[]
@BrettFab @HireBlackPpl I also find it ironic that you accuse communism of potentially electing violent bullies, while citing a capitalist example. Cuba doesn't have 800 military bases all over the world nor is it bombing Somalia to take their resources. Never has. Nor has it overthrown Iraq and Libya.	2022-04-10T01:19:14.000Z	{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
Same people we are fighting in Somalia unfortunately. https://t.co/yoB8ZhKTNX	2022-04-10T01:10:16.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"Somalia 🇸🇴 is under attack the weapon of choice is Misinformation and fake news.

The biggest culprit is Sahan spy network and their Stooges.

They employed psychologists and experts to make the situation hopeless until the citizens give up and accept anything they say. https://t.co/q0bf5N61k5"	2022-04-10T00:46:15.000Z	{'retweet_count': 7, 'reply_count': 0, 'like_count': 32, 'quote_count': 1}		[]	[]	[]
@Aynte @_AfricanUnion @amisomsomalia What internal conflict? the opposition pushing PM to take over the role of the President by force?.  Do you sincerly believe PM has the power to PNG foreign diplomat? What says the constitution on this? Somalia expect better from its educated sons from all side of the argument.	2022-04-10T00:32:32.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
With this reckless statement  #AU has became part of the internal conflict in Somalia, sided with an autocrat in the making @VillaSomalia, undermined its neutrality,  and postured its #ATMIS  mission in Somalia as an occupying force! https://t.co/0uaPG9QN4V	2022-04-10T00:22:33.000Z	{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}		[]	[]	[]
"The only important things is to AU and International community must respect our constitution and the legality.
Government of Somalia should resolve their internal conflict."	2022-04-10T00:08:46.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"@AQorah The only important things is AU and International community to respect our constitution and the legality.
Government of Somalia must resolve their internal conflict."	2022-04-10T00:02:58.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
My thanks and gratitude to brave #SNA ⁦@SNAForce⁩ defending us and fighting for a better #Somalia in the face of pure evil #Alshabaab  https://t.co/r8B8WXHyA2	2022-04-09T23:33:21.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"@NadeefsViews @MohamedHRoble @4rukun The AU will not accept the reputation &amp; career of their long serving diplomat to be publicly mishandled on grounds of conflict of interest in Somalia &amp; without the consent of the President.
Madeira may leave after the successful completion of the elections with his career intact."	2022-04-09T22:59:28.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}		[]	[]	[]
@AnalystSomalia @ATMIS_Somalia @SomaliPM I hope to see you with armes fighting against the occupiers with Bahane the new hero of somali independence	2022-04-09T22:27:31.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}		[]	[]	[]
The @_AfricanUnion added a new layer of conflict 2 polarized Somali situation. It is biased &amp; violated z sovereignty &amp; integrity of Somalia as well as the diplomatic term limits by keeping @AmbFMadeira for 7 yrs in Somalia. https://t.co/VklaUG8u08	2022-04-09T22:22:04.000Z	{'retweet_count': 3, 'reply_count': 2, 'like_count': 13, 'quote_count': 0}		[]	[]	[]
"They say Somaliland people were mass murdered by the former regime of Somalia. They claim because of this there will be no more union. There is a big lie here :
The givernment was fighting with SNM militia and their supporters whose plan was to divide the country."	2022-04-09T22:01:35.000Z	{'retweet_count': 2, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}		[]	[]	[]
@StateDeptSpox @DepSecStateMR @DrTedros Sincerely, there is fear and instability in the African Union backed by the AU Special Representative to Somalia and President Farmajo and if he arrives in Mogadishu they could start fighting at the airport and elsewhere. It will lead to delays and insecurity in the elections and	2022-04-09T21:39:11.000Z	{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}		['Mogadishu']	['Banadir']	['Banadir']
@mukhtarainashe “If Mr. Madeira comes back to #Somalia illegally, there are real risks angry Somali civilians will storm Halane or attack AMISOM soldiers in #Mogadishu. What can AMISOM soldiers do? Shoot &amp; kill Somali civilians? If they do the city will undoubtedly explode with anger towards AU” https://t.co/JliDJMO6H1	2022-04-09T21:13:49.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}		['Mogadishu']	['Banadir']	['Banadir']
@SpeakerPelosi @POTUS Sincerely, there is fear and instability in the African Union backed by the AU Special Representative to Somalia and President Farmajo and if he arrives in Mogadishu they could start fighting at the airport and elsewhere. It will lead to delays and insecurity in the elections and	2022-04-09T21:08:46.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['Mogadishu']	['Banadir']	['Banadir']
@SyracuseSchools @HenningerSCSD @WAERNews FREE TIBET. WE'VE BEEN FIGHTING THIS FIGHT FOR MUCH LONGER THAN UKRAINE, WE SUPPORT UKRAINE BUT WE HAVE NO MEDIA ATTENTION OR SUPPORT, WHY BECAUSE WE AREN'T EUROPEAN? FREE TIBET, XINJIANG, PALESTINE. WARS IN ETHIOPIA, YEMEN, CENTRAL AFRICAN REPUBLIC, AND SOMALIA ARE UNNOTICED.	2022-04-09T20:52:49.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
